Run;Error
1;4.79704780551136
2;4.79704780551136
3;4.79704780551136
4;4.79704780551136
5;4.79704780551136
6;4.79704780551136
7;4.79704780551136
8;4.79704780551136
9;4.79704780551136
10;4.79704780551136
11;4.79704780551136
12;4.79704780551136
13;4.79704780551136
14;4.79704780551136
15;4.79704780551136
16;4.79704780551136
17;4.79704780551136
18;4.79704780551136
19;4.79704780551136
20;4.79704780551136
21;4.79704780551136
22;4.79704780551136
23;4.79704780551136
24;4.79704780551136
25;4.79704780551136
26;4.79704780551136
27;4.79704780551136
28;4.79704780551136
29;4.79704780551136
30;4.79704780551136
31;4.79704780551136
32;4.79704780551136
33;4.79704780551136
34;4.79704780551136
35;4.79704780551136
36;4.79704780551136
37;4.79704780551136
38;4.79704780551136
39;4.79704780551136
40;4.79704780551136
41;4.79704780551136
42;4.79704780551136
43;4.79704780551136
44;4.79704780551136
45;4.79704780551136
46;4.79704780551136
47;4.79704780551136
48;4.79704780551136
49;4.79704780551136
50;4.79704780551136
51;4.79704780551136
52;4.79704780551136
53;4.79704780551136
54;4.79704780551136
55;4.79704780551136
56;4.79704780551136
57;4.79704780551136
58;4.79704780551136
59;4.79704780551136
60;4.79704780551136
61;4.79704780551136
62;4.79704780551136
63;4.79704780551136
64;4.79704780551136
65;4.79704780551136
66;4.79704780551136
67;4.79704780551136
68;4.79704780551136
69;4.79704780551136
70;4.79704780551136
71;4.79704780551136
72;4.79704780551136
73;4.79704780551136
74;4.79704780551136
75;4.79704780551136
76;4.79704780551136
77;4.79704780551136
78;4.79704780551136
79;4.79704780551136
80;4.79704780551136
81;4.79704780551136
82;4.79704780551136
83;4.79704780551136
84;4.79704780551136
85;4.79704780551136
86;4.79704780551136
87;4.79704780551136
88;4.79704780551136
89;4.79704780551136
90;4.79704780551136
91;4.79704780551136
92;4.79704780551136
93;4.79704780551136
94;4.79704780551136
95;4.79704780551136
96;4.79704780551136
97;4.79704780551136
98;4.79704780551136
99;4.79704780551136
100;4.79704780551136
