root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;86351
1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;85167
1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;83110
1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;82072
1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;1;103557
1;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;85132
1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;77603
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;89899
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;89476
1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;98630
1;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;97910
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;83748
1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;84702
1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;86832
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;87642
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;87209
1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;0;1;94188
1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;85866
1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;94826
1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;91458
1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;101281
1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;96865
1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;84651
1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;91923
1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;85362
1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;100874
1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;85837
1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;79451
1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;81160
1;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;82704
1;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;88278
1;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;92216
1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;99449
1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;92043
1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;93697
1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;79822
1;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;97310
1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;85973
1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;75142
1;1;0;0;1;0;1;1;1;1;1;0;0;1;0;1;0;97310
1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;80186
1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;90758
1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;100949
1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;76066
1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;92447
1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;76530
1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;89895
1;1;0;0;1;1;1;0;1;1;0;1;0;1;1;0;0;97452
1;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;0;86723
1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;80989
1;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;81203
1;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;75036
1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;98591
1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;0;0;92598
1;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;1;86268
1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;75877
1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;88577
1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;80156
1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;82278
1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;1;0;97869
1;1;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;88344
1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;98723
1;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;87848
1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;91962
1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;82159
