Run;Error
1;10.1592315358412
2;10.7029580868844
3;11.1650493501956
4;16.416300450278
5;9.93776300848589
6;10.1736131757425
7;10.2267686580393
8;10.3887077020775
9;10.731916091685
10;10.4199880807101
11;11.1586760263108
12;10.0010367472274
13;10.0534834067919
14;10.8113555177962
15;10.2530055074112
16;10.311547013738
17;12.0494062056576
18;10.4529792422405
19;10.3159045000642
20;9.96851157233465
21;10.2612207671874
22;10.0968543837024
23;10.2544892642967
24;10.3026891994654
25;10.1103529322424
26;10.471786142338
27;10.5685401571923
28;10.2741382998187
29;10.1660006226367
30;10.0943282334242
31;15.0081332596056
32;10.3670253563543
33;10.6018779316856
34;11.284645557775
35;10.2224652976816
36;9.62702739816543
37;13.6480775478266
38;15.7224481594232
39;10.3400697098558
40;11.911720405209
41;10.196932143687
42;10.8396493713718
43;10.7360116294149
44;10.5198782098113
45;16.4753518792707
46;10.6428890469621
47;9.79261034841615
48;10.9634997540384
49;10.0931543276022
50;10.3031372776185
51;9.87276621707445
52;10.1836917400952
53;10.3791885946721
54;9.7978624820503
55;10.6398955334242
56;10.3589261996415
57;10.447157194273
58;10.2759941604455
59;10.8031619887531
60;10.736594631723
61;16.4380257850356
62;10.5531164893566
63;10.5420751946317
64;10.5179701597467
65;10.1428304609287
66;10.6248474647097
67;10.5735610490849
68;11.2668601141228
69;10.2811618095112
70;9.93412102337678
71;13.2655996578926
72;14.8494326013629
73;10.3577149161303
74;10.0748358902591
75;10.5207775751192
76;9.99760075822996
77;10.0022815714208
78;10.3680937341446
79;10.2314193101354
80;10.1224124165826
81;9.84737149449504
82;11.2265373227078
83;10.0138665161219
84;10.9588791370887
85;10.3460898844185
86;10.613201592339
87;10.2286231419291
88;15.0341415223862
89;10.2917249024006
90;10.1936424283042
91;10.2807812717735
92;10.31941926477
93;10.2237984945473
94;10.1470141049696
95;10.3134636141859
96;10.3977854066391
97;10.3250756705883
98;10.3474122383291
99;10.67651426464
100;10.328440789798
