Run;Error
1;9.68959657616637
2;9.43110274826321
3;9.79756742954192
4;18.3305884026354
5;9.59666247774151
6;9.17174225027616
7;9.46161339103047
8;9.57266914798168
9;9.53224173830457
10;9.41175241944692
11;13.6328361880759
12;9.59838976426521
13;9.16438992093904
14;9.56115902408844
15;9.54368701003212
16;9.54468144384646
17;9.33041996821687
18;9.61556393879159
19;9.5259230018815
20;9.74333935275152
21;9.31524289447892
22;9.64447601407452
23;9.82304700694282
24;9.57538003235717
25;9.31566942991502
26;9.54495790402668
27;9.40330752428052
28;9.47312348624044
29;9.70969049568597
30;9.36889932589811
31;8.87688741581029
32;9.48339629530114
33;9.32453872187224
34;14.0104134288615
35;10.1423041682941
36;10.0025851028543
37;9.54210632357255
38;23.0239691518461
39;9.79362004895391
40;9.28305010899861
41;9.54622907342227
42;9.57478122649236
43;9.45834292207891
44;9.34669274220198
45;18.9115104441053
46;9.74304936857411
47;9.39185220484121
48;9.60582773741399
49;9.88606831269172
50;9.71181391003158
51;9.6886122906229
52;9.83696106936369
53;9.98828666573214
54;9.52515405367275
55;9.35755861405042
56;9.92777343741407
57;9.61668472465001
58;9.74615253927215
59;9.31085105112773
60;9.77667684313003
61;17.6557806556082
62;9.52649118060408
63;9.66845670877818
64;9.55091121233592
65;9.71278233579846
66;9.3377835035266
67;9.34153003075667
68;13.5432406863802
69;9.65002026011872
70;9.74119428843692
71;9.38539362984892
72;8.77191733826359
73;9.52700161755857
74;9.32334638862288
75;9.60474519479637
76;9.62056372144088
77;9.76267655207741
78;9.0874689251621
79;9.71548862504459
80;9.65191055427999
81;9.48364016343942
82;9.53346056353314
83;9.30759649456093
84;9.46506982637349
85;9.59489821192234
86;9.56338542249162
87;9.68825479685508
88;8.83096495734064
89;9.26588809956955
90;9.73470556307655
91;9.76407553271626
92;9.69188795569044
93;9.54217216025897
94;9.51070531342695
95;9.5771862837081
96;9.89543837734243
97;9.6260805415243
98;9.70433371424879
99;9.52971125036984
100;9.58948879541502
