Run;Error
1;10.4505709977581
2;6.74924120604667
3;7.24048852616692
4;7.06751610469126
5;10.6377276920748
6;10.4949215252894
7;10.4831781281111
8;7.16312624350538
9;6.88774644879743
10;10.4368114749116
11;6.87637221938299
12;10.4496872072052
13;10.4753191742966
14;10.4698677202481
15;7.15380615784552
16;6.86480676600747
17;6.91563696164185
18;7.14730980490449
19;10.4567841590213
20;10.8690941221577
21;7.03041376215399
22;6.96238805025811
23;10.414765673418
24;10.5734929880559
25;7.6563920901781
26;10.6454305299439
27;7.85079715338544
28;6.86410924954486
29;10.4544071618775
30;7.56488071171927
31;10.4785729696549
32;6.92612115523829
33;7.01422232878818
34;7.49385648595914
35;7.05624718098424
36;6.92725058858451
37;6.91413123546276
38;10.4709132201894
39;10.840807175453
40;6.71299685483206
41;10.4983774458944
42;10.507277925237
43;6.82642799932686
44;6.78925954572578
45;10.6049223293193
46;10.715724598229
47;10.5432813933243
48;6.88207755561458
49;10.4373373915669
50;6.75160784935946
51;10.5051243700042
52;10.5246499223092
53;10.646622698698
54;10.6098511170166
55;7.57961832562263
56;6.89092299198559
57;10.705923527768
58;6.95918161917756
59;10.8110037600819
60;10.8472787350549
61;6.77801658001692
62;6.90589411814684
63;7.18158596768136
64;7.01012749319383
65;7.3413606171018
66;7.68060324168784
67;10.5179801349313
68;6.88998665940911
69;7.21039715161128
70;10.549057366657
71;6.9375986789969
72;11.0193544157822
73;10.5346487783446
74;7.02019738027925
75;10.7823283454275
76;10.8781412233337
77;10.5718310151722
78;7.19375413868708
79;6.91466228658624
80;10.4476953511721
81;10.5629054912647
82;10.779064246459
83;10.4803375587747
84;7.14643920734507
85;7.4087449934119
86;10.7393012116519
87;7.02207954395513
88;6.88309687747604
89;10.4335143342162
90;10.5496777427542
91;10.5025898000863
92;10.5469191574269
93;6.75409477217409
94;6.9642292579406
95;7.08676281840811
96;7.37456745345807
97;10.725625974382
98;10.6711827308622
99;10.7250613772025
100;6.7395120030083
